0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.9954
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4521
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.9312
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.4536
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.1538
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.25
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0083
1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,3.2644
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8041
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.321
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.7692
1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,3.2404
0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,4.0609
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.6457
0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3.0976
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.4452
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5391
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.5494
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0485
0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3.8536
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.6614
0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.7818
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.4688
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.4074
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.2781
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.7647
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5545
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.7203
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.94
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.9058
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4.1382
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3.0526
0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3.5874
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.6154
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0876
0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.8128
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0068
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,4.2897
0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3.7093
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1296
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.2833
0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.9691
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.2131
0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.5
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3.7658
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.4818
1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4.1728
1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3.9472
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.344
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.9513
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.0344
1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3.431
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.8367
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.1866
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.6824
1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,4.1371
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.9172
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0581
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.9336
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.9163
0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4.1046
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4.1758
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.8252
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.8343
0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.8182
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.945
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9058
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9305
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.4565
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.9851
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3.1712
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.3554
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.2795
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.1111
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.4472
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6831
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.2079
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.2903
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.775
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.875
1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3.5133
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.8634
0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3.4414
0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,4.1616
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.6866
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2.9667
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4.2457
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.9118
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4.4664
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.7
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.2917
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.2083
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.3404
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.4588
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.1642
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5294
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.8974
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.9565
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8333
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.7228
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.9767
0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.3362
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5946
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7826
1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3.5625
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.8161
1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.7458
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5441
0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2.8148
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5833
1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.0769
1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.3034
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8026
0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,3.4647
